Geneid	X009_DMSO_1	X009_DMSO_2	X126_DES_10	X126_DES_6	X126_DMSO	X236_DES_10	X236_DES_6	X236_DMSO	X868_DES_10	X868_DES_6	X868_DMSO	Z405_DMSO_1	Z405_DMSO_2
ENSG00000229376	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228327	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223181	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229905	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237491	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285268	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230092	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177757	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228794	0	0	33	0	0	0	0	0	0	0	0	19	0
ENSG00000225880	0	0	0	0	0	0	0	7	0	0	0	0	0
ENSG00000288531	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230368	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234711	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283040	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272438	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230699	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241180	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223764	15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187634	0	0	0	0	26	0	0	0	1	0	0	1	1
ENSG00000188976	0	1	0	0	0	1	0	2	2	16	0	1	1
ENSG00000187961	0	0	0	0	1	0	0	0	0	33	14	0	0
ENSG00000187583	0	0	0	28	0	0	22	0	24	0	0	24	0
ENSG00000187642	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272512	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188290	6	0	0	4	0	0	0	0	0	8	0	20	0
ENSG00000187608	86	123	55	107	160	58	90	224	122	198	103	121	51
ENSG00000231702	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224969	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188157	0	0	0	2	2	0	0	0	0	0	5	1	3
ENSG00000242590	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217801	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273443	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237330	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131591	7	0	0	31	0	13	20	14	1	0	0	0	0
ENSG00000285812	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223823	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207730	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207607	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198976	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272141	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205231	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162571	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186891	0	0	0	0	0	0	0	0	0	0	0	0	16
ENSG00000186827	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078808	42	7	22	24	88	2	123	20	23	134	10	107	39
ENSG00000176022	0	31	49	0	1	5	7	2	0	26	65	15	34
ENSG00000184163	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260179	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160087	0	1	0	1	56	44	3	13	21	92	0	30	23
ENSG00000230415	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162572	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131584	0	0	0	2	9	0	0	0	28	0	15	0	0
ENSG00000278073	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169972	5	0	11	0	40	0	8	0	1	37	0	6	0
ENSG00000127054	25	5	68	18	0	2	32	0	20	1	30	0	0
ENSG00000283712	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240731	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224051	0	12	12	0	47	57	39	1	47	0	0	58	2
ENSG00000169962	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107404	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000284372	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162576	70	112	145	101	185	81	325	114	121	293	94	93	80
ENSG00000175756	77	257	230	211	307	133	373	136	171	524	236	162	131
ENSG00000223663	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221978	36	7	2	0	1	1	64	0	46	110	50	2	25
ENSG00000224870	0	1	0	0	0	0	0	0	0	0	0	11	0
ENSG00000242485	40	66	32	74	78	68	89	96	40	92	72	62	52
ENSG00000264293	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272455	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235098	0	0	8	14	0	0	0	0	0	0	0	0	0
ENSG00000225905	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205116	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225285	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179403	0	26	0	0	0	0	0	1	0	1	13	0	10
ENSG00000215915	1	2	1	0	2	1	1	0	0	2	0	1	0
ENSG00000160072	11	1	0	18	1	0	31	0	4	0	11	39	1
ENSG00000284740	0	2	0	0	0	0	0	1	0	0	0	0	0
ENSG00000197785	0	96	38	0	28	3	50	0	30	69	118	53	11
ENSG00000205090	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000160075	64	53	26	33	249	66	200	79	209	224	157	136	181
ENSG00000215014	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274481	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228594	0	37	0	27	31	0	27	18	7	59	0	18	0
ENSG00000286989	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272106	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197530	20	9	35	0	0	0	1	0	0	27	1	0	9
ENSG00000189409	0	0	0	0	0	0	0	0	0	0	1	3	0
ENSG00000248333	17	0	23	2	0	20	11	1	2	0	0	35	10
ENSG00000272004	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189339	0	0	12	11	7	0	8	0	8	0	0	0	0
ENSG00000269737	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215914	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008128	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268575	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227775	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215790	0	7	19	0	0	0	0	4	0	0	38	0	0
ENSG00000008130	0	0	20	0	1	0	4	0	8	2	0	0	0
ENSG00000078369	5	1	12	127	102	94	90	20	14	132	66	53	46
ENSG00000231050	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169885	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178821	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142609	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233542	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187730	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226969	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067606	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271806	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182873	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162585	121	23	39	3	47	52	15	55	22	77	52	62	47
ENSG00000234396	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157933	20	0	1	4	37	2	59	7	1	35	2	16	1
ENSG00000287356	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116151	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272161	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269896	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000272420	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157916	15	183	176	166	128	103	194	102	155	238	111	157	76
ENSG00000157911	0	0	0	0	0	0	32	0	0	0	0	0	0
ENSG00000149527	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224387	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229393	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157881	3	1	0	0	0	0	1	0	0	0	0	1	0
ENSG00000197921	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272449	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238164	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157873	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225931	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228037	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157870	0	0	10	28	0	0	0	0	1	1	18	18	0
ENSG00000142606	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237058	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215912	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285945	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283259	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233234	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287396	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231630	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284745	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169717	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177133	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142611	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283572	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226286	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279839	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272235	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287828	0	0	0	3	0	0	0	1	0	0	0	0	0
ENSG00000286518	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130762	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272088	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162591	0	0	20	0	1	0	0	0	0	0	0	0	0
ENSG00000207776	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238260	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158109	0	4	0	35	55	0	43	4	0	121	0	0	0
ENSG00000116213	0	0	0	0	0	0	0	0	1	32	27	0	0
ENSG00000078900	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227589	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235131	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227372	0	0	0	0	0	0	0	0	0	27	0	0	0
ENSG00000276189	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162592	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235169	0	27	0	0	0	0	0	1	0	0	0	0	16
ENSG00000130764	0	8	17	54	59	49	63	26	36	151	25	64	0
ENSG00000266075	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272153	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116198	26	9	0	0	21	0	1	0	4	92	0	0	0
ENSG00000169598	0	0	0	3	0	1	11	0	0	0	0	0	0
ENSG00000198912	30	46	54	52	128	253	1	0	49	47	3	115	75
ENSG00000236423	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233304	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226374	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284668	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284703	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229280	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235054	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284694	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227169	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232596	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196581	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287586	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284739	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284674	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231510	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284616	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284692	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284666	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260972	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283356	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236948	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264341	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264101	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131697	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000069424	0	0	0	0	0	0	0	0	1	16	0	0	0
ENSG00000116254	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285629	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116251	105	17	1	2	18	38	2	25	35	32	37	14	27
ENSG00000226944	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000158286	0	0	0	0	0	0	0	0	0	0	0	0	13
ENSG00000116237	0	1	0	6	65	1	1	38	0	23	31	0	0
ENSG00000225077	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173673	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158292	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000097021	0	0	21	4	1	34	47	18	40	68	34	23	0
ENSG00000271746	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000069812	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187017	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265392	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231868	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215788	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000171680	0	0	10	0	0	0	0	0	0	0	0	0	9
ENSG00000162408	0	27	45	0	102	1	2	9	31	152	0	0	72
ENSG00000253022	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229519	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000173662	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204859	0	2	0	1	0	0	21	0	0	0	0	16	1
ENSG00000162413	0	0	0	0	30	2	0	0	0	22	0	0	0
ENSG00000116273	1	0	0	0	0	1	28	0	0	0	0	0	0
ENSG00000041988	0	0	22	0	2	45	0	2	0	39	0	0	1
ENSG00000007923	1	0	0	0	23	1	0	0	35	5	1	0	0
ENSG00000228750	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284744	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237436	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000171735	116	187	243	89	292	205	292	165	141	733	416	211	225
ENSG00000227950	0	0	0	0	0	0	2	0	0	1	1	1	0
ENSG00000237365	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207056	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237402	0	0	0	0	0	0	0	0	0	0	22	0	0
ENSG00000237728	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225126	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270171	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270035	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269978	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049245	0	0	0	2	60	28	24	36	0	18	23	0	22
ENSG00000269925	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049246	0	0	0	29	0	21	3	0	1	0	0	0	0
ENSG00000236266	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049247	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049249	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270330	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116288	229	233	196	186	227	320	266	198	598	403	90	234	150
ENSG00000200344	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284747	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284716	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116285	6	0	0	0	18	39	9	1	19	32	3	48	37
ENSG00000238290	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232848	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229305	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227634	0	0	0	0	0	37	0	0	0	0	0	0	0
ENSG00000200975	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233645	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251977	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162426	0	0	0	0	0	0	0	0	0	15	0	0	0
ENSG00000252254	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142599	0	18	29	10	9	24	21	2	9	30	14	5	3
ENSG00000232912	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221083	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270282	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234619	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224315	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222511	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226545	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228423	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229716	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074800	181	208	271	260	448	426	567	246	281	590	309	361	341
ENSG00000274258	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230679	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201725	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238249	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232208	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232663	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131686	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265141	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197241	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142583	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000252404	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180758	0	0	0	0	0	0	2	0	0	0	0	1	0
ENSG00000228526	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284357	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234546	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000049239	1	0	30	14	86	1	0	6	1	13	34	3	0
ENSG00000171621	0	0	0	17	0	0	0	1	0	59	0	0	0
ENSG00000284652	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284693	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252956	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235263	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171612	0	7	0	0	0	17	3	25	0	24	0	0	0
ENSG00000231181	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188807	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000171608	0	0	0	0	0	0	0	0	0	0	0	20	0
ENSG00000179840	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233268	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSG00000231789	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000171603	0	29	0	4	34	0	0	49	82	29	0	0	46
ENSG00000271264	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280113	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178585	2	1	15	22	21	0	30	1	13	29	11	39	0
ENSG00000223989	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285701	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162441	49	0	1	0	76	76	18	18	83	26	0	0	21
ENSG00000228150	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000173614	0	1	0	0	0	0	0	0	1	0	0	1	0
ENSG00000202415	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283611	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265521	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241326	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162444	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130939	2	0	0	0	30	1	31	76	0	10	1	20	12
ENSG00000224340	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233623	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201746	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054523	83	0	1	46	25	0	0	0	1	104	52	1	0
ENSG00000264881	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199562	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264501	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284735	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284642	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142657	21	16	12	86	12	3	36	0	42	78	32	14	28
ENSG00000271989	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251503	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175279	18	0	27	26	12	0	0	0	42	22	0	0	10
ENSG00000241563	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160049	0	3	3	104	2	2	9	12	1	46	11	1	59
ENSG00000203469	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142655	0	0	3	0	0	0	0	0	0	23	0	0	0
ENSG00000287727	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243267	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130940	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272078	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225158	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175262	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215785	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120948	0	0	1	0	0	2	0	0	12	23	8	17	6
ENSG00000277726	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009724	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271895	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116649	84	79	221	78	133	155	156	125	114	310	90	231	80
ENSG00000171824	0	1	0	9	2	1	2	1	0	1	0	1	23
ENSG00000226849	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230337	0	0	0	36	0	0	17	0	0	0	0	0	0
ENSG00000198793	0	0	0	0	0	0	16	0	0	11	0	0	0
ENSG00000225602	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253086	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171819	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207451	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238173	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120942	30	1	0	1	0	0	32	0	0	46	0	0	1
ENSG00000238199	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284646	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224338	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204624	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285833	0	0	0	0	0	0	0	0	0	0	0	0	0
